1,0,1,5,350,70,25,1,32,32,10,10,75,180,-102,180,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,266,-102,266,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,352,-102,352,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,438,-102,438,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,3,32,32,10,10,75,524,-102,524,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,610,-102,610,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,696,-102,696,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,782,-102,782,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,0,1,5,350,70,25,1,32,32,10,10,75,1061,185,861,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,271,861,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,357,861,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,443,861,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,529,861,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,615,861,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,701,861,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,1061,787,861,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,0,1,5,350,70,25,1,32,32,10,10,75,787,1061,787,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,701,1061,701,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,615,1061,615,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,529,1061,529,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,443,1061,443,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,357,1061,357,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,271,1061,271,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,185,1061,185,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,0,1,5,350,70,25,1,32,32,10,10,75,-100,782,100,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,696,100,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,610,100,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,524,100,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,438,100,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,352,100,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,266,100,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,350,70,25,1,32,32,10,10,75,-100,180,100,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,1,1,6,50,200,25,10,32,32,10,10,75,-50,10,100,102,30,75,-13,-13,0,0,0,0,4,0,0,0,0,0
1,1,1,6,50,200,25,10,32,32,10,10,75,821,10,861,102,30,75,970,-13,0,0,0,0,4,0,0,0,0,0
